co2TailpipeGpm,cylinders,displ,drive,fuelType,make,phevBlended,transmission,VClass
592.466666667,6,3.9,Rear-Wheel Drive,Regular,Dodge,False,Aut,Standard Pickup Trucks
592.466666667,6,3.9,Rear-Wheel Drive,Regular,Dodge,False,Aut,Standard Pickup Trucks
555.4375,6,4.3,Rear-Wheel Drive,Regular,GMC,False,Man,Vans
592.466666667,6,3.9,Rear-Wheel Drive,Regular,Dodge,False,Man,Standard Pickup Trucks
683.615384615,8,5.2,Rear-Wheel Drive,Regular,Dodge,False,Aut,Standard Pickup Trucks
683.615384615,8,5.2,Rear-Wheel Drive,Regular,Dodge,False,Man,Standard Pickup Trucks
683.615384615,8,5.9,Rear-Wheel Drive,Regular,Dodge,False,Aut,Standard Pickup Trucks
740.583333333,8,5.9,Rear-Wheel Drive,Regular,Dodge,False,Man,Standard Pickup Trucks
634.785714286,6,3.9,Rear-Wheel Drive,Regular,Dodge,False,Aut,Standard Pickup Trucks
683.615384615,6,3.9,Rear-Wheel Drive,Regular,Dodge,False,Man,Standard Pickup Trucks
683.615384615,8,5.2,Rear-Wheel Drive,Regular,Dodge,False,Aut,Standard Pickup Trucks
683.615384615,8,5.2,Rear-Wheel Drive,Regular,Dodge,False,Man,Standard Pickup Trucks
683.615384615,8,5.9,Rear-Wheel Drive,Regular,Dodge,False,Aut,Standard Pickup Trucks
522.764705882,6,4.3,Rear-Wheel Drive,Regular,GMC,False,Man,Vans
740.583333333,8,5.9,Rear-Wheel Drive,Regular,Dodge,False,Man,Standard Pickup Trucks
467.736842105,4,2.5,4-Wheel or All-Wheel Drive,Regular,Jeep,False,Man,Standard Pickup Trucks
493.722222222,4,2.5,4-Wheel or All-Wheel Drive,Regular,Jeep,False,Man,Standard Pickup Trucks
592.466666667,6,4,4-Wheel or All-Wheel Drive,Regular,Jeep,False,Aut,Standard Pickup Trucks
555.4375,6,4,4-Wheel or All-Wheel Drive,Regular,Jeep,False,Man,Standard Pickup Trucks
592.466666667,6,4.9,Rear-Wheel Drive,Regular,Ford,False,Aut,Standard Pickup Trucks
592.466666667,6,4.9,Rear-Wheel Drive,Regular,Ford,False,Man,Standard Pickup Trucks
592.466666667,6,4.9,Rear-Wheel Drive,Regular,Ford,False,Man,Standard Pickup Trucks
592.466666667,8,5,Rear-Wheel Drive,Regular,Ford,False,Aut,Standard Pickup Trucks
592.466666667,8,5,Rear-Wheel Drive,Regular,Ford,False,Aut,Standard Pickup Trucks
444.35,4,2,Rear-Wheel Drive,Regular,Toyota,False,Aut,Vans
634.785714286,8,5,Rear-Wheel Drive,Regular,Ford,False,Man,Standard Pickup Trucks
592.466666667,8,5,Rear-Wheel Drive,Regular,Ford,False,Man,Standard Pickup Trucks
683.615384615,8,5.8,Rear-Wheel Drive,Regular,Ford,False,Aut,Standard Pickup Trucks
592.466666667,6,4.9,Rear-Wheel Drive,Regular,Ford,False,Aut,Standard Pickup Trucks
592.466666667,6,4.9,Rear-Wheel Drive,Regular,Ford,False,Man,Standard Pickup Trucks
592.466666667,6,4.9,Rear-Wheel Drive,Regular,Ford,False,Man,Standard Pickup Trucks
634.785714286,8,5,Rear-Wheel Drive,Regular,Ford,False,Aut,Standard Pickup Trucks
634.785714286,8,5,Rear-Wheel Drive,Regular,Ford,False,Man,Standard Pickup Trucks
592.466666667,8,5,Rear-Wheel Drive,Regular,Ford,False,Man,Standard Pickup Trucks
740.583333333,8,5.8,Rear-Wheel Drive,Regular,Ford,False,Aut,Standard Pickup Trucks
423.190476190,4,2,Rear-Wheel Drive,Regular,Toyota,False,Man,Vans
444.35,4,2.3,Rear-Wheel Drive,Regular,Ford,False,Aut,Standard Pickup Trucks
403.954545455,4,2.3,Rear-Wheel Drive,Regular,Ford,False,Man,Standard Pickup Trucks
493.722222222,6,3,Rear-Wheel Drive,Regular,Ford,False,Aut,Standard Pickup Trucks
467.736842105,6,3,Rear-Wheel Drive,Regular,Ford,False,Man,Standard Pickup Trucks
522.764705882,6,4,Rear-Wheel Drive,Regular,Ford,False,Aut,Standard Pickup Trucks
493.722222222,6,4,Rear-Wheel Drive,Regular,Ford,False,Man,Standard Pickup Trucks
522.764705882,6,4.3,Rear-Wheel Drive,Regular,GMC,False,Aut,Standard Pickup Trucks
522.764705882,6,4.3,Rear-Wheel Drive,Regular,GMC,False,Man,Standard Pickup Trucks
555.4375,6,4.3,Rear-Wheel Drive,Regular,GMC,False,Man,Standard Pickup Trucks
555.4375,6,4.3,Rear-Wheel Drive,Regular,GMC,False,Man,Standard Pickup Trucks
329.148148148,4,1.5,Front-Wheel Drive,Regular,Dodge,False,Aut,Subcompact Cars
555.4375,4,1.9,Rear-Wheel Drive,Regular,Volkswagen,False,Aut,Vans
592.466666667,8,5,Rear-Wheel Drive,Regular,GMC,False,Aut,Standard Pickup Trucks
592.466666667,8,5,Rear-Wheel Drive,Regular,GMC,False,Man,Standard Pickup Trucks
634.785714286,8,5.7,Rear-Wheel Drive,Regular,GMC,False,Aut,Standard Pickup Trucks
634.785714286,8,5.7,Rear-Wheel Drive,Regular,GMC,False,Man,Standard Pickup Trucks
634.785714286,8,5.7,Rear-Wheel Drive,Regular,GMC,False,Man,Standard Pickup Trucks
522.764705882,6,4.3,Rear-Wheel Drive,Regular,GMC,False,Aut,Standard Pickup Trucks
555.4375,6,4.3,Rear-Wheel Drive,Regular,GMC,False,Man,Standard Pickup Trucks
555.4375,6,4.3,Rear-Wheel Drive,Regular,GMC,False,Man,Standard Pickup Trucks
634.785714286,8,5,Rear-Wheel Drive,Regular,GMC,False,Aut,Standard Pickup Trucks
592.466666667,8,5,Rear-Wheel Drive,Regular,GMC,False,Man,Standard Pickup Trucks
522.764705882,4,1.9,Rear-Wheel Drive,Regular,Volkswagen,False,Man,Vans
634.785714286,8,5.7,Rear-Wheel Drive,Regular,GMC,False,Aut,Standard Pickup Trucks
634.785714286,8,5.7,Rear-Wheel Drive,Regular,GMC,False,Man,Standard Pickup Trucks
683.615384615,8,5.7,Rear-Wheel Drive,Regular,GMC,False,Man,Standard Pickup Trucks
444.35,4,2.2,Rear-Wheel Drive,Regular,Mazda,False,Aut,Standard Pickup Trucks
444.35,4,2.2,Rear-Wheel Drive,Regular,Mazda,False,Man,Standard Pickup Trucks
444.35,4,2.2,Rear-Wheel Drive,Regular,Mazda,False,Aut,Standard Pickup Trucks
403.954545455,4,2.2,Rear-Wheel Drive,Regular,Mazda,False,Man,Standard Pickup Trucks
467.736842105,4,2.6,Rear-Wheel Drive,Regular,Mazda,False,Aut,Standard Pickup Trucks
467.736842105,4,2.6,Rear-Wheel Drive,Regular,Mazda,False,Man,Standard Pickup Trucks
423.190476190,4,2.4,Rear-Wheel Drive,Regular,Toyota,False,Aut,Standard Pickup Trucks
555.4375,4,2.5,Rear-Wheel Drive,Regular,AM General,False,Aut,Special Purpose Vehicle 2WD
403.954545455,4,2.4,Rear-Wheel Drive,Regular,Toyota,False,Man,Standard Pickup Trucks
493.722222222,6,3,Rear-Wheel Drive,Regular,Toyota,False,Aut,Standard Pickup Trucks
555.4375,6,3,Rear-Wheel Drive,Regular,Toyota,False,Aut,Standard Pickup Trucks
522.764705882,6,3,Rear-Wheel Drive,Regular,Toyota,False,Man,Standard Pickup Trucks
592.466666667,6,4.3,4-Wheel or All-Wheel Drive,Regular,Chevrolet,False,Aut,Standard Pickup Trucks
592.466666667,6,4.3,4-Wheel or All-Wheel Drive,Regular,Chevrolet,False,Man,Standard Pickup Trucks
555.4375,6,4.3,4-Wheel or All-Wheel Drive,Regular,Chevrolet,False,Man,Standard Pickup Trucks
634.785714286,8,5,4-Wheel or All-Wheel Drive,Regular,Chevrolet,False,Aut,Standard Pickup Trucks
683.615384615,8,5,4-Wheel or All-Wheel Drive,Regular,Chevrolet,False,Man,Standard Pickup Trucks
683.615384615,8,5.7,4-Wheel or All-Wheel Drive,Regular,Chevrolet,False,Aut,Standard Pickup Trucks
683.615384615,6,4.2,Rear-Wheel Drive,Regular,AM General,False,Aut,Special Purpose Vehicle 2WD
683.615384615,8,5.7,4-Wheel or All-Wheel Drive,Regular,Chevrolet,False,Man,Standard Pickup Trucks
740.583333333,8,5.7,4-Wheel or All-Wheel Drive,Regular,Chevrolet,False,Man,Standard Pickup Trucks
598.823529412,8,6.2,4-Wheel or All-Wheel Drive,Diesel,Chevrolet,False,Aut,Standard Pickup Trucks
592.466666667,6,4.3,4-Wheel or All-Wheel Drive,Regular,Chevrolet,False,Aut,Standard Pickup Trucks
634.785714286,6,4.3,4-Wheel or All-Wheel Drive,Regular,Chevrolet,False,Man,Standard Pickup Trucks
592.466666667,6,4.3,4-Wheel or All-Wheel Drive,Regular,Chevrolet,False,Man,Standard Pickup Trucks
634.785714286,8,5,4-Wheel or All-Wheel Drive,Regular,Chevrolet,False,Aut,Standard Pickup Trucks
683.615384615,8,5,4-Wheel or All-Wheel Drive,Regular,Chevrolet,False,Man,Standard Pickup Trucks
683.615384615,8,5.7,4-Wheel or All-Wheel Drive,Regular,Chevrolet,False,Aut,Standard Pickup Trucks
683.615384615,8,5.7,4-Wheel or All-Wheel Drive,Regular,Chevrolet,False,Man,Standard Pickup Trucks
634.785714286,8,5,Rear-Wheel Drive,Regular,Chevrolet,False,Aut,Special Purpose Vehicle 2WD
740.583333333,8,5.7,4-Wheel or All-Wheel Drive,Regular,Chevrolet,False,Man,Standard Pickup Trucks
598.823529412,8,6.2,4-Wheel or All-Wheel Drive,Diesel,Chevrolet,False,Aut,Standard Pickup Trucks
555.4375,6,4.3,4-Wheel or All-Wheel Drive,Regular,Chevrolet,False,Aut,Standard Pickup Trucks
555.4375,6,4.3,4-Wheel or All-Wheel Drive,Regular,Chevrolet,False,Man,Standard Pickup Trucks
493.722222222,4,2.4,4-Wheel or All-Wheel Drive,Regular,Nissan,False,Man,Standard Pickup Trucks
592.466666667,6,3,4-Wheel or All-Wheel Drive,Regular,Nissan,False,Aut,Standard Pickup Trucks
592.466666667,6,3,4-Wheel or All-Wheel Drive,Regular,Nissan,False,Man,Standard Pickup Trucks
634.785714286,6,3.9,4-Wheel or All-Wheel Drive,Regular,Dodge,False,Aut,Standard Pickup Trucks
592.466666667,6,3.9,4-Wheel or All-Wheel Drive,Regular,Dodge,False,Man,Standard Pickup Trucks
683.615384615,8,5.2,4-Wheel or All-Wheel Drive,Regular,Dodge,False,Aut,Standard Pickup Trucks
683.615384615,8,5.7,Rear-Wheel Drive,Regular,Chevrolet,False,Aut,Special Purpose Vehicle 2WD
522.764705882,4,2.4,4-Wheel or All-Wheel Drive,Regular,Dodge,False,Aut,Standard Pickup Trucks
493.722222222,4,2.4,4-Wheel or All-Wheel Drive,Regular,Dodge,False,Man,Standard Pickup Trucks
634.785714286,6,3.9,4-Wheel or All-Wheel Drive,Regular,Dodge,False,Aut,Standard Pickup Trucks
683.615384615,6,3.9,4-Wheel or All-Wheel Drive,Regular,Dodge,False,Man,Standard Pickup Trucks
683.615384615,8,5.2,4-Wheel or All-Wheel Drive,Regular,Dodge,False,Aut,Standard Pickup Trucks
683.615384615,8,5.2,4-Wheel or All-Wheel Drive,Regular,Dodge,False,Man,Standard Pickup Trucks
740.583333333,8,5.9,4-Wheel or All-Wheel Drive,Regular,Dodge,False,Aut,Standard Pickup Trucks
807.909090909,8,5.9,4-Wheel or All-Wheel Drive,Regular,Dodge,False,Man,Standard Pickup Trucks
740.583333333,8,5.2,4-Wheel or All-Wheel Drive,Regular,Dodge,False,Aut,Standard Pickup Trucks
683.615384615,8,5.2,4-Wheel or All-Wheel Drive,Regular,Dodge,False,Man,Standard Pickup Trucks
565.555555556,8,6.2,Rear-Wheel Drive,Diesel,Chevrolet,False,Aut,Special Purpose Vehicle 2WD
740.583333333,8,5.9,4-Wheel or All-Wheel Drive,Regular,Dodge,False,Aut,Standard Pickup Trucks
807.909090909,8,5.9,4-Wheel or All-Wheel Drive,Regular,Dodge,False,Man,Standard Pickup Trucks
467.736842105,4,2.5,Rear-Wheel Drive,Regular,Jeep,False,Man,Standard Pickup Trucks
467.736842105,4,2.5,Rear-Wheel Drive,Regular,Jeep,False,Man,Standard Pickup Trucks
555.4375,6,4,Rear-Wheel Drive,Regular,Jeep,False,Aut,Standard Pickup Trucks
522.764705882,6,4,Rear-Wheel Drive,Regular,Jeep,False,Man,Standard Pickup Trucks
634.785714286,6,4.9,4-Wheel or All-Wheel Drive,Regular,Ford,False,Aut,Standard Pickup Trucks
592.466666667,6,4.9,4-Wheel or All-Wheel Drive,Regular,Ford,False,Man,Standard Pickup Trucks
592.466666667,6,4.9,4-Wheel or All-Wheel Drive,Regular,Ford,False,Man,Standard Pickup Trucks
634.785714286,8,5,4-Wheel or All-Wheel Drive,Regular,Ford,False,Aut,Standard Pickup Trucks
444.35,4,2.5,Rear-Wheel Drive,Regular,Chevrolet,False,Aut,Special Purpose Vehicle 2WD
634.785714286,8,5,4-Wheel or All-Wheel Drive,Regular,Ford,False,Aut,Standard Pickup Trucks
683.615384615,8,5,4-Wheel or All-Wheel Drive,Regular,Ford,False,Man,Standard Pickup Trucks
683.615384615,8,5,4-Wheel or All-Wheel Drive,Regular,Ford,False,Man,Standard Pickup Trucks
740.583333333,8,5.8,4-Wheel or All-Wheel Drive,Regular,Ford,False,Aut,Standard Pickup Trucks
423.190476190,4,2.3,4-Wheel or All-Wheel Drive,Regular,Ford,False,Man,Standard Pickup Trucks
493.722222222,6,3,4-Wheel or All-Wheel Drive,Regular,Ford,False,Aut,Standard Pickup Trucks
493.722222222,6,3,4-Wheel or All-Wheel Drive,Regular,Ford,False,Man,Standard Pickup Trucks
522.764705882,6,4,4-Wheel or All-Wheel Drive,Regular,Ford,False,Aut,Standard Pickup Trucks
493.722222222,6,4,4-Wheel or All-Wheel Drive,Regular,Ford,False,Man,Standard Pickup Trucks
592.466666667,6,4.3,4-Wheel or All-Wheel Drive,Regular,GMC,False,Aut,Standard Pickup Trucks
423.190476190,4,2.5,Rear-Wheel Drive,Regular,Chevrolet,False,Man,Special Purpose Vehicle 2WD
592.466666667,6,4.3,4-Wheel or All-Wheel Drive,Regular,GMC,False,Man,Standard Pickup Trucks
555.4375,6,4.3,4-Wheel or All-Wheel Drive,Regular,GMC,False,Man,Standard Pickup Trucks
634.785714286,8,5,4-Wheel or All-Wheel Drive,Regular,GMC,False,Aut,Standard Pickup Trucks
683.615384615,8,5,4-Wheel or All-Wheel Drive,Regular,GMC,False,Man,Standard Pickup Trucks
683.615384615,8,5.7,4-Wheel or All-Wheel Drive,Regular,GMC,False,Aut,Standard Pickup Trucks
683.615384615,8,5.7,4-Wheel or All-Wheel Drive,Regular,GMC,False,Man,Standard Pickup Trucks
740.583333333,8,5.7,4-Wheel or All-Wheel Drive,Regular,GMC,False,Man,Standard Pickup Trucks
598.823529412,8,6.2,4-Wheel or All-Wheel Drive,Diesel,GMC,False,Aut,Standard Pickup Trucks
592.466666667,6,4.3,4-Wheel or All-Wheel Drive,Regular,GMC,False,Aut,Standard Pickup Trucks
634.785714286,6,4.3,4-Wheel or All-Wheel Drive,Regular,GMC,False,Man,Standard Pickup Trucks
403.954545455,4,2.5,Rear-Wheel Drive,Regular,Chevrolet,False,Man,Special Purpose Vehicle 2WD
592.466666667,6,4.3,4-Wheel or All-Wheel Drive,Regular,GMC,False,Man,Standard Pickup Trucks
634.785714286,8,5,4-Wheel or All-Wheel Drive,Regular,GMC,False,Aut,Standard Pickup Trucks
683.615384615,8,5,4-Wheel or All-Wheel Drive,Regular,GMC,False,Man,Standard Pickup Trucks
683.615384615,8,5.7,4-Wheel or All-Wheel Drive,Regular,GMC,False,Aut,Standard Pickup Trucks
683.615384615,8,5.7,4-Wheel or All-Wheel Drive,Regular,GMC,False,Man,Standard Pickup Trucks
740.583333333,8,5.7,4-Wheel or All-Wheel Drive,Regular,GMC,False,Man,Standard Pickup Trucks
598.823529412,8,6.2,4-Wheel or All-Wheel Drive,Diesel,GMC,False,Aut,Standard Pickup Trucks
555.4375,6,4.3,4-Wheel or All-Wheel Drive,Premium,GMC,False,Aut,Standard Pickup Trucks
555.4375,6,4.3,4-Wheel or All-Wheel Drive,Regular,GMC,False,Aut,Standard Pickup Trucks
555.4375,6,4.3,4-Wheel or All-Wheel Drive,Regular,GMC,False,Man,Standard Pickup Trucks
261.382352941,4,1.5,Front-Wheel Drive,Regular,Dodge,False,Man,Subcompact Cars
493.722222222,6,2.8,Rear-Wheel Drive,Regular,Chevrolet,False,Aut,Special Purpose Vehicle 2WD
522.764705882,4,2.6,4-Wheel or All-Wheel Drive,Regular,Isuzu,False,Man,Standard Pickup Trucks
592.466666667,6,3.1,4-Wheel or All-Wheel Drive,Regular,Isuzu,False,Man,Standard Pickup Trucks
522.764705882,4,2.4,4-Wheel or All-Wheel Drive,Regular,Mitsubishi,False,Aut,Standard Pickup Trucks
493.722222222,4,2.4,4-Wheel or All-Wheel Drive,Regular,Mitsubishi,False,Man,Standard Pickup Trucks
522.764705882,6,3,4-Wheel or All-Wheel Drive,Regular,Mitsubishi,False,Man,Standard Pickup Trucks
522.764705882,4,2.6,4-Wheel or All-Wheel Drive,Regular,Mazda,False,Aut,Standard Pickup Trucks
522.764705882,4,2.6,4-Wheel or All-Wheel Drive,Regular,Mazda,False,Man,Standard Pickup Trucks
522.764705882,4,2.4,4-Wheel or All-Wheel Drive,Regular,Toyota,False,Aut,Standard Pickup Trucks
493.722222222,4,2.4,4-Wheel or All-Wheel Drive,Regular,Toyota,False,Man,Standard Pickup Trucks
683.615384615,6,3,4-Wheel or All-Wheel Drive,Regular,Toyota,False,Aut,Standard Pickup Trucks
467.736842105,6,2.8,Rear-Wheel Drive,Regular,Chevrolet,False,Man,Special Purpose Vehicle 2WD
634.785714286,6,3,4-Wheel or All-Wheel Drive,Regular,Toyota,False,Aut,Standard Pickup Trucks
592.466666667,6,3,4-Wheel or All-Wheel Drive,Regular,Toyota,False,Man,Standard Pickup Trucks
555.4375,6,4.3,4-Wheel or All-Wheel Drive,Premium,Chevrolet,False,Aut,Vans
522.764705882,6,4.3,Rear-Wheel Drive,Premium,Chevrolet,False,Aut,Vans
522.764705882,6,4.3,Rear-Wheel Drive,Regular,Chevrolet,False,Aut,Vans
522.764705882,6,4.3,Rear-Wheel Drive,Regular,Chevrolet,False,Aut,Vans
592.466666667,8,5,Rear-Wheel Drive,Regular,Chevrolet,False,Aut,Vans
634.785714286,8,5.7,Rear-Wheel Drive,Regular,Chevrolet,False,Aut,Vans
555.4375,6,4.3,Rear-Wheel Drive,Regular,Chevrolet,False,Aut,Vans
634.785714286,8,5.7,Rear-Wheel Drive,Regular,Chevrolet,False,Aut,Vans
493.722222222,6,2.8,Rear-Wheel Drive,Regular,Chevrolet,False,Man,Special Purpose Vehicle 2WD
634.785714286,6,3.9,Rear-Wheel Drive,Regular,Dodge,False,Aut,Vans
592.466666667,6,3.9,Rear-Wheel Drive,Regular,Dodge,False,Aut,Vans
634.785714286,6,3.9,Rear-Wheel Drive,Regular,Dodge,False,Man,Vans
740.583333333,8,5.2,Rear-Wheel Drive,Regular,Dodge,False,Aut,Vans
683.615384615,8,5.2,Rear-Wheel Drive,Regular,Dodge,False,Aut,Vans
683.615384615,8,5.9,Rear-Wheel Drive,Regular,Dodge,False,Aut,Vans
634.785714286,6,3.9,Rear-Wheel Drive,Regular,Dodge,False,Aut,Vans
683.615384615,8,5.2,Rear-Wheel Drive,Regular,Dodge,False,Aut,Vans
740.583333333,8,5.9,Rear-Wheel Drive,Regular,Dodge,False,Aut,Vans
493.722222222,6,3,Rear-Wheel Drive,Regular,Ford,False,Aut,Vans
807.909090909,8,5.2,Rear-Wheel Drive,Regular,Dodge,False,Aut,Special Purpose Vehicle 2WD
467.736842105,6,3,Rear-Wheel Drive,Regular,Ford,False,Man,Vans
522.764705882,6,4,Rear-Wheel Drive,Regular,Ford,False,Aut,Vans
522.764705882,6,4,4-Wheel or All-Wheel Drive,Regular,Ford,False,Aut,Vans
634.785714286,6,4.9,Rear-Wheel Drive,Regular,Ford,False,Aut,Vans
592.466666667,6,4.9,Rear-Wheel Drive,Regular,Ford,False,Aut,Vans
634.785714286,8,5,Rear-Wheel Drive,Regular,Ford,False,Aut,Vans
634.785714286,8,5,Rear-Wheel Drive,Regular,Ford,False,Aut,Vans
740.583333333,8,5.8,Rear-Wheel Drive,Regular,Ford,False,Aut,Vans
683.615384615,6,4.9,Rear-Wheel Drive,Regular,Ford,False,Aut,Vans
634.785714286,6,4.9,Rear-Wheel Drive,Regular,Ford,False,Aut,Vans
740.583333333,8,5.2,Rear-Wheel Drive,Regular,Dodge,False,Aut,Special Purpose Vehicle 2WD
807.909090909,8,5.8,Rear-Wheel Drive,Regular,Ford,False,Aut,Vans
522.764705882,6,4.3,Rear-Wheel Drive,Regular,GMC,False,Aut,Vans
592.466666667,8,5,Rear-Wheel Drive,Regular,GMC,False,Aut,Vans
634.785714286,8,5.7,Rear-Wheel Drive,Regular,GMC,False,Aut,Vans
522.764705882,6,4.3,Rear-Wheel Drive,Regular,GMC,False,Aut,Vans
634.785714286,8,5.7,Rear-Wheel Drive,Regular,GMC,False,Aut,Vans
555.4375,6,4.3,4-Wheel or All-Wheel Drive,Premium,GMC,False,Aut,Vans
522.764705882,6,4.3,Rear-Wheel Drive,Premium,GMC,False,Aut,Vans
522.764705882,6,4.3,Rear-Wheel Drive,Regular,GMC,False,Aut,Vans
592.466666667,6,4.3,4-Wheel or All-Wheel Drive,Premium,Chevrolet,False,Aut,Vans
683.615384615,8,5.2,Rear-Wheel Drive,Regular,Dodge,False,Aut,Special Purpose Vehicle 2WD
555.4375,6,4.3,Rear-Wheel Drive,Premium,Chevrolet,False,Aut,Vans
522.764705882,6,4.3,Rear-Wheel Drive,Regular,Chevrolet,False,Aut,Vans
592.466666667,6,4.3,Rear-Wheel Drive,Regular,Chevrolet,False,Aut,Vans
683.615384615,8,5,Rear-Wheel Drive,Regular,Chevrolet,False,Aut,Vans
683.615384615,8,5.7,Rear-Wheel Drive,Regular,Chevrolet,False,Aut,Vans
683.615384615,8,5.7,Rear-Wheel Drive,Regular,Chevrolet,False,Aut,Vans
634.785714286,6,3.9,Rear-Wheel Drive,Regular,Dodge,False,Aut,Vans
634.785714286,6,3.9,Rear-Wheel Drive,Regular,Dodge,False,Aut,Vans
634.785714286,6,3.9,Rear-Wheel Drive,Regular,Dodge,False,Man,Vans
740.583333333,8,5.2,Rear-Wheel Drive,Regular,Dodge,False,Aut,Vans
807.909090909,8,5.9,Rear-Wheel Drive,Regular,Dodge,False,Aut,Special Purpose Vehicle 2WD
683.615384615,8,5.2,Rear-Wheel Drive,Regular,Dodge,False,Aut,Vans
740.583333333,8,5.9,Rear-Wheel Drive,Regular,Dodge,False,Aut,Vans
740.583333333,8,5.2,Rear-Wheel Drive,Regular,Dodge,False,Aut,Vans
740.583333333,8,5.9,Rear-Wheel Drive,Regular,Dodge,False,Aut,Vans
522.764705882,6,3,Rear-Wheel Drive,Regular,Ford,False,Aut,Vans
522.764705882,6,3,Rear-Wheel Drive,Regular,Ford,False,Man,Vans
522.764705882,6,4,Rear-Wheel Drive,Regular,Ford,False,Aut,Vans
555.4375,6,4,4-Wheel or All-Wheel Drive,Regular,Ford,False,Aut,Vans
634.785714286,6,4.9,Rear-Wheel Drive,Regular,Ford,False,Aut,Vans
634.785714286,8,5,Rear-Wheel Drive,Regular,Ford,False,Aut,Vans
522.764705882,4,2.2,Front-Wheel Drive,Regular,Dodge,False,Aut,Special Purpose Vehicle 2WD
683.615384615,8,5,Rear-Wheel Drive,Regular,Ford,False,Aut,Vans
740.583333333,8,5.8,Rear-Wheel Drive,Regular,Ford,False,Aut,Vans
592.466666667,6,4.3,Rear-Wheel Drive,Regular,GMC,False,Aut,Vans
683.615384615,8,5,Rear-Wheel Drive,Regular,GMC,False,Aut,Vans
683.615384615,8,5.7,Rear-Wheel Drive,Regular,GMC,False,Aut,Vans
683.615384615,8,5.7,Rear-Wheel Drive,Regular,GMC,False,Aut,Vans
592.466666667,6,4.3,4-Wheel or All-Wheel Drive,Premium,GMC,False,Aut,Vans
555.4375,6,4.3,Rear-Wheel Drive,Premium,GMC,False,Aut,Vans
522.764705882,6,4.3,Rear-Wheel Drive,Regular,GMC,False,Aut,Vans
522.764705882,4,2.4,Rear-Wheel Drive,Regular,Toyota,False,Aut,Vans
493.722222222,4,2.2,Front-Wheel Drive,Regular,Dodge,False,Aut,Special Purpose Vehicle 2WD
493.722222222,4,2.4,Rear-Wheel Drive,Regular,Toyota,False,Man,Vans
522.764705882,4,2.4,4-Wheel or All-Wheel Drive,Regular,Toyota,False,Aut,Vans
555.4375,5,2.5,Front-Wheel Drive,Regular,Volkswagen,False,Aut,Vans
522.764705882,5,2.5,Front-Wheel Drive,Regular,Volkswagen,False,Man,Vans
493.722222222,6,3.1,Front-Wheel Drive,Regular,Chevrolet,False,Aut,Special Purpose Vehicles
493.722222222,6,3.8,Front-Wheel Drive,Regular,Chevrolet,False,Aut,Special Purpose Vehicles
683.615384615,8,5.7,Rear-Wheel Drive,Regular,Chevrolet,False,Aut,Special Purpose Vehicles
493.722222222,6,4.3,Rear-Wheel Drive,Premium,Chevrolet,False,Aut,Special Purpose Vehicles
493.722222222,6,4.3,Rear-Wheel Drive,Regular,Chevrolet,False,Man,Special Purpose Vehicles
555.4375,6,3,Rear-Wheel Drive,Regular,Nissan,False,Aut,Special Purpose Vehicles
386.391304348,4,2.2,Front-Wheel Drive,Regular,Dodge,False,Man,Special Purpose Vehicle 2WD
592.466666667,6,3,Rear-Wheel Drive,Regular,Nissan,False,Man,Special Purpose Vehicles
493.722222222,6,3,Front-Wheel Drive,Regular,Nissan,False,Aut,Special Purpose Vehicles
493.722222222,6,3.3,Front-Wheel Drive,Regular,Chrysler,False,Aut,Special Purpose Vehicles
444.35,4,2.5,Front-Wheel Drive,Regular,Dodge,False,Aut,Special Purpose Vehicles
423.190476190,4,2.5,Front-Wheel Drive,Regular,Dodge,False,Man,Special Purpose Vehicles
467.736842105,6,3,Front-Wheel Drive,Regular,Dodge,False,Aut,Special Purpose Vehicles
493.722222222,6,3.3,Front-Wheel Drive,Regular,Dodge,False,Aut,Special Purpose Vehicles
444.35,4,2.5,Front-Wheel Drive,Regular,Dodge,False,Aut,Special Purpose Vehicles
423.190476190,4,2.5,Front-Wheel Drive,Regular,Dodge,False,Man,Special Purpose Vehicles
467.736842105,6,3,Front-Wheel Drive,Regular,Dodge,False,Aut,Special Purpose Vehicles
296.233333333,4,1.5,Front-Wheel Drive,Regular,Dodge,False,Man,Subcompact Cars
386.391304348,4,2.2,Front-Wheel Drive,Regular,Dodge,False,Man,Special Purpose Vehicle 2WD
493.722222222,6,3.3,Front-Wheel Drive,Regular,Dodge,False,Aut,Special Purpose Vehicles
